Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra	Ch13_X	Ch13_Y	Ch13_Z	Ch13_phi	Ch13_theta	Ch13_RMS	Ch13_Extra	Ch14_X	Ch14_Y	Ch14_Z	Ch14_phi	Ch14_theta	Ch14_RMS	Ch14_Extra	Ch15_X	Ch15_Y	Ch15_Z	Ch15_phi	Ch15_theta	Ch15_RMS	Ch15_Extra	Ch16_X	Ch16_Y	Ch16_Z	Ch16_phi	Ch16_theta	Ch16_RMS	Ch16_Extra
78.53	1.69	-15.39	116.24	28.18	3.73	0.00	66.83	0.00	-12.87	110.97	-19.33	1.96	0.00	58.75	-1.28	-9.77	96.80	-18.09	4.73	0.00	90.47	7.50	-32.87	-39.45	22.96	4.35	0.00	90.28	8.51	-5.63	92.57	-14.97	3.32	0.00	104.22	3.93	-5.45	82.25	11.78	2.57	0.00	102.31	6.45	-33.87	94.80	6.49	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.76	80.79	10.46	0.00	-22.88	-90.39	16.39	4.30	4.59	3.94	0.00	96.49	-1.22	54.59	104.55	22.87	1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.69	-15.39	116.23	28.19	3.77	0.00	66.83	0.00	-12.88	110.97	-19.33	1.68	0.00	58.74	-1.28	-9.77	96.80	-18.09	4.46	0.00	90.46	7.50	-32.87	-39.45	22.96	4.39	0.00	90.28	8.51	-5.63	92.57	-14.97	3.15	0.00	104.22	3.93	-5.44	82.25	11.78	2.73	0.00	102.33	6.46	-33.88	94.80	6.49	2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.76	80.79	10.84	0.00	-22.88	-90.39	16.39	4.30	4.59	3.95	0.00	96.49	-1.22	54.59	104.55	22.87	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.70	-15.38	116.23	28.20	3.76	0.00	66.83	0.01	-12.89	110.97	-19.34	2.08	0.00	58.74	-1.28	-9.78	96.79	-18.09	4.19	0.00	90.46	7.51	-32.86	-39.45	22.96	4.31	0.00	90.28	8.51	-5.63	92.57	-14.97	2.99	0.00	104.23	3.93	-5.45	82.26	11.78	2.71	0.00	102.34	6.48	-33.88	94.81	6.50	2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.76	80.79	10.76	0.00	-22.88	-90.39	16.39	4.30	4.59	4.01	0.00	96.49	-1.22	54.59	104.54	22.87	1.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.69	-15.36	116.22	28.20	3.75	0.00	66.83	0.02	-12.89	110.97	-19.35	1.86	0.00	58.74	-1.26	-9.79	96.79	-18.09	4.50	0.00	90.48	7.52	-32.86	-39.45	22.96	4.29	0.00	90.28	8.51	-5.63	92.57	-14.98	3.11	0.00	104.24	3.94	-5.46	82.26	11.78	2.68	0.00	102.33	6.49	-33.88	94.82	6.50	2.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.75	80.79	10.97	0.00	-22.88	-90.39	16.39	4.30	4.59	3.82	0.00	96.49	-1.22	54.59	104.54	22.87	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.68	-15.36	116.22	28.20	3.33	0.00	66.83	0.01	-12.88	110.98	-19.35	1.57	0.00	58.75	-1.24	-9.80	96.79	-18.09	4.49	0.00	90.51	7.52	-32.87	-39.46	22.96	4.41	0.00	90.28	8.51	-5.63	92.57	-14.98	3.39	0.00	104.24	3.94	-5.47	82.26	11.78	2.88	0.00	102.31	6.49	-33.87	94.82	6.50	2.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.75	80.79	11.12	0.00	-22.88	-90.39	16.39	4.30	4.59	3.77	0.00	96.49	-1.22	54.59	104.55	22.87	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.68	-15.35	116.22	28.20	3.50	0.00	66.81	0.00	-12.87	110.97	-19.36	1.97	0.00	58.76	-1.23	-9.80	96.79	-18.09	4.43	0.00	90.51	7.52	-32.87	-39.46	22.96	4.55	0.00	90.28	8.51	-5.63	92.57	-14.98	3.08	0.00	104.24	3.93	-5.47	82.25	11.77	2.65	0.00	102.28	6.49	-33.87	94.82	6.50	2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.75	80.79	10.97	0.00	-22.88	-90.39	16.39	4.30	4.59	3.88	0.00	96.49	-1.22	54.59	104.55	22.87	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.69	-15.35	116.22	28.19	3.89	0.00	66.80	-0.02	-12.87	110.97	-19.35	2.00	0.00	58.76	-1.24	-9.80	96.79	-18.09	4.43	0.00	90.50	7.51	-32.88	-39.45	22.96	4.63	0.00	90.28	8.51	-5.63	92.57	-14.98	2.91	0.00	104.23	3.92	-5.46	82.25	11.77	2.64	0.00	102.28	6.48	-33.88	94.81	6.50	2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.74	80.79	11.06	0.00	-22.88	-90.39	16.39	4.30	4.59	4.06	0.00	96.49	-1.22	54.59	104.55	22.87	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.69	-15.35	116.22	28.19	3.40	0.00	66.81	-0.02	-12.88	110.97	-19.35	1.95	0.00	58.75	-1.25	-9.80	96.79	-18.10	4.35	0.00	90.48	7.51	-32.88	-39.45	22.95	4.49	0.00	90.28	8.51	-5.63	92.57	-14.98	3.15	0.00	104.22	3.91	-5.46	82.25	11.76	2.71	0.00	102.30	6.48	-33.89	94.81	6.50	2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.74	80.79	11.12	0.00	-22.88	-90.39	16.39	4.30	4.59	3.72	0.00	96.49	-1.22	54.59	104.55	22.87	1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.69	-15.35	116.22	28.18	3.50	0.00	66.82	-0.02	-12.89	110.97	-19.35	1.72	0.00	58.74	-1.27	-9.79	96.78	-18.10	4.45	0.00	90.46	7.52	-32.88	-39.46	22.95	4.30	0.00	90.28	8.51	-5.63	92.57	-14.98	3.06	0.00	104.21	3.90	-5.46	82.25	11.76	2.74	0.00	102.33	6.48	-33.90	94.81	6.50	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.73	80.79	10.89	0.00	-22.88	-90.39	16.39	4.30	4.59	3.39	0.00	96.49	-1.22	54.59	104.55	22.87	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.68	-15.36	116.22	28.19	3.83	0.00	66.83	-0.01	-12.90	110.97	-19.35	1.79	0.00	58.73	-1.27	-9.79	96.78	-18.10	4.43	0.00	90.47	7.52	-32.88	-39.47	22.95	4.33	0.00	90.28	8.51	-5.63	92.57	-14.98	3.04	0.00	104.20	3.90	-5.46	82.24	11.77	2.96	0.00	102.34	6.48	-33.89	94.81	6.49	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.72	80.79	10.75	0.00	-22.88	-90.39	16.40	4.30	4.59	3.82	0.00	96.49	-1.22	54.59	104.55	22.87	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.68	-15.38	116.21	28.19	3.62	0.00	66.83	0.01	-12.89	110.97	-19.34	2.20	0.00	58.74	-1.27	-9.80	96.78	-18.10	4.41	0.00	90.48	7.51	-32.88	-39.47	22.96	4.52	0.00	90.29	8.51	-5.63	92.57	-14.98	3.26	0.00	104.20	3.91	-5.46	82.24	11.77	2.72	0.00	102.33	6.47	-33.88	94.81	6.48	2.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.72	80.79	10.94	0.00	-22.88	-90.39	16.40	4.30	4.59	3.79	0.00	96.49	-1.22	54.59	104.55	22.87	1.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.67	-15.38	116.21	28.19	3.62	0.00	66.82	0.01	-12.88	110.97	-19.33	1.72	0.00	58.75	-1.27	-9.80	96.78	-18.10	4.57	0.00	90.48	7.49	-32.88	-39.47	22.96	4.38	0.00	90.29	8.51	-5.63	92.57	-14.97	3.44	0.00	104.20	3.91	-5.46	82.23	11.77	2.57	0.00	102.31	6.46	-33.88	94.81	6.48	2.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.57	16.71	80.79	10.94	0.00	-22.88	-90.38	16.40	4.30	4.59	3.44	0.00	96.49	-1.22	54.59	104.55	22.87	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.68	-15.38	116.20	28.19	3.59	0.00	66.81	0.01	-12.87	110.97	-19.33	1.80	0.00	58.76	-1.28	-9.80	96.79	-18.10	4.69	0.00	90.46	7.47	-32.88	-39.46	22.96	4.25	0.00	90.29	8.51	-5.63	92.57	-14.97	3.49	0.00	104.21	3.92	-5.47	82.23	11.76	2.89	0.00	102.30	6.46	-33.88	94.81	6.48	2.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.16	17.57	16.70	80.79	10.90	0.00	-22.88	-90.38	16.40	4.30	4.59	3.75	0.00	96.49	-1.22	54.59	104.55	22.87	1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.69	-15.37	116.20	28.19	3.86	0.00	66.81	0.00	-12.87	110.97	-19.33	2.22	0.00	58.75	-1.27	-9.80	96.79	-18.09	4.59	0.00	90.45	7.47	-32.88	-39.45	22.96	4.49	0.00	90.29	8.51	-5.63	92.57	-14.97	3.34	0.00	104.21	3.91	-5.47	82.22	11.76	2.74	0.00	102.30	6.47	-33.89	94.80	6.48	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.70	80.79	10.91	0.00	-22.88	-90.38	16.40	4.30	4.59	3.65	0.00	96.49	-1.22	54.59	104.55	22.87	1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.69	-15.36	116.20	28.18	3.84	0.00	66.82	0.00	-12.87	110.97	-19.33	1.74	0.00	58.73	-1.27	-9.80	96.79	-18.09	4.35	0.00	90.45	7.48	-32.89	-39.45	22.96	4.46	0.00	90.29	8.51	-5.63	92.57	-14.97	3.31	0.00	104.22	3.91	-5.47	82.22	11.76	2.49	0.00	102.30	6.48	-33.89	94.80	6.49	2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.69	80.79	10.86	0.00	-22.88	-90.38	16.40	4.30	4.59	3.40	0.00	96.49	-1.22	54.59	104.55	22.87	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.68	-15.36	116.20	28.19	3.52	0.00	66.83	0.00	-12.88	110.98	-19.34	1.70	0.00	58.72	-1.27	-9.79	96.78	-18.09	4.28	0.00	90.47	7.50	-32.90	-39.45	22.95	4.40	0.00	90.29	8.50	-5.63	92.57	-14.97	3.08	0.00	104.21	3.91	-5.47	82.22	11.76	2.47	0.00	102.30	6.49	-33.89	94.80	6.49	2.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.69	80.79	11.11	0.00	-22.88	-90.38	16.40	4.30	4.59	3.79	0.00	96.49	-1.22	54.59	104.55	22.87	1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.54	1.67	-15.36	116.20	28.19	3.70	0.00	66.83	0.00	-12.88	110.98	-19.34	1.82	0.00	58.72	-1.26	-9.78	96.78	-18.10	4.15	0.00	90.49	7.52	-32.91	-39.46	22.95	4.58	0.00	90.29	8.50	-5.63	92.57	-14.97	3.08	0.00	104.21	3.92	-5.47	82.22	11.76	2.65	0.00	102.30	6.50	-33.88	94.80	6.50	2.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	11.01	0.00	-22.88	-90.38	16.40	4.30	4.59	3.79	0.00	96.49	-1.22	54.59	104.55	22.87	1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.67	-15.35	116.20	28.20	3.40	0.00	66.83	0.00	-12.87	110.99	-19.34	1.75	0.00	58.72	-1.26	-9.77	96.78	-18.11	4.21	0.00	90.49	7.52	-32.90	-39.45	22.94	4.44	0.00	90.28	8.50	-5.63	92.57	-14.97	3.47	0.00	104.22	3.92	-5.48	82.22	11.77	2.80	0.00	102.30	6.51	-33.88	94.80	6.50	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	10.81	0.00	-22.88	-90.38	16.40	4.30	4.59	3.68	0.00	96.49	-1.22	54.59	104.55	22.87	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.67	-15.34	116.19	28.19	3.67	0.00	66.83	0.00	-12.87	110.99	-19.34	2.00	0.00	58.74	-1.26	-9.78	96.77	-18.11	4.87	0.00	90.47	7.51	-32.88	-39.45	22.94	4.33	0.00	90.28	8.50	-5.63	92.57	-14.97	3.22	0.00	104.23	3.93	-5.47	82.22	11.78	2.80	0.00	102.31	6.51	-33.88	94.81	6.50	2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	11.15	0.00	-22.88	-90.38	16.39	4.30	4.59	3.83	0.00	96.50	-1.22	54.59	104.55	22.87	1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.67	-15.33	116.18	28.18	4.17	0.00	66.84	0.01	-12.86	110.99	-19.34	1.99	0.00	58.75	-1.26	-9.78	96.77	-18.10	4.89	0.00	90.44	7.50	-32.87	-39.44	22.94	4.44	0.00	90.28	8.50	-5.63	92.57	-14.97	3.00	0.00	104.23	3.93	-5.47	82.23	11.78	2.81	0.00	102.33	6.50	-33.88	94.81	6.51	2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	11.14	0.00	-22.88	-90.38	16.39	4.30	4.59	3.85	0.00	96.50	-1.22	54.59	104.55	22.87	1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.68	-15.34	116.16	28.17	3.29	0.00	66.85	0.01	-12.87	110.99	-19.35	2.04	0.00	58.74	-1.26	-9.77	96.77	-18.09	4.26	0.00	90.42	7.49	-32.87	-39.44	22.94	4.41	0.00	90.28	8.50	-5.63	92.57	-14.97	3.26	0.00	104.22	3.94	-5.46	82.24	11.78	2.65	0.00	102.33	6.49	-33.88	94.81	6.52	2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	10.88	0.00	-22.88	-90.38	16.39	4.30	4.59	3.78	0.00	96.50	-1.22	54.59	104.55	22.87	1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.68	-15.35	116.15	28.17	3.30	0.00	66.86	0.01	-12.87	110.98	-19.35	1.89	0.00	58.73	-1.26	-9.77	96.77	-18.09	4.26	0.00	90.42	7.49	-32.87	-39.45	22.94	4.34	0.00	90.28	8.50	-5.63	92.57	-14.97	3.16	0.00	104.21	3.94	-5.46	82.24	11.78	2.80	0.00	102.33	6.49	-33.87	94.81	6.52	2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	10.68	0.00	-22.88	-90.38	16.39	4.30	4.59	3.66	0.00	96.50	-1.22	54.59	104.55	22.87	1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.69	-15.37	116.15	28.18	3.73	0.00	66.86	0.01	-12.86	110.98	-19.35	1.74	0.00	58.72	-1.27	-9.76	96.77	-18.09	4.44	0.00	90.44	7.49	-32.88	-39.45	22.94	4.45	0.00	90.28	8.50	-5.63	92.57	-14.97	3.37	0.00	104.21	3.94	-5.46	82.24	11.77	2.83	0.00	102.31	6.48	-33.87	94.81	6.52	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.57	16.68	80.79	10.80	0.00	-22.88	-90.38	16.39	4.30	4.59	3.86	0.00	96.50	-1.22	54.59	104.56	22.87	1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.53	1.70	-15.36	116.14	28.18	3.58	0.00	66.85	0.00	-12.85	110.98	-19.34	2.14	0.00	58.72	-1.28	-9.76	96.77	-18.10	4.54	0.00	90.46	7.49	-32.89	-39.45	22.94	4.34	0.00	90.28	8.50	-5.63	92.57	-14.97	3.27	0.00	104.23	3.93	-5.47	82.24	11.77	2.55	0.00	102.31	6.49	-33.87	94.81	6.52	2.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.71	64.16	17.56	16.68	80.79	11.36	0.00	-22.88	-90.38	16.39	4.30	4.59	3.86	0.00	96.50	-1.22	54.59	104.56	22.87	1.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.52	1.70	-15.34	116.14	28.17	3.87	0.00	66.83	-0.01	-12.84	110.98	-19.34	2.08	0.00	58.74	-1.28	-9.77	96.77	-18.11	4.74	0.00	90.48	7.49	-32.88	-39.45	22.94	4.18	0.00	90.28	8.50	-5.63	92.57	-14.97	2.96	0.00	104.25	3.93	-5.48	82.23	11.77	2.87	0.00	102.31	6.50	-33.88	94.81	6.52	2.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.56	16.69	80.79	11.26	0.00	-22.88	-90.38	16.39	4.30	4.59	3.77	0.00	96.50	-1.22	54.59	104.56	22.87	1.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.50	1.70	-15.32	116.12	28.16	3.63	0.00	66.82	-0.01	-12.84	110.99	-19.34	1.83	0.00	58.76	-1.27	-9.77	96.77	-18.11	4.35	0.00	90.49	7.50	-32.87	-39.46	22.93	4.44	0.00	90.28	8.50	-5.63	92.58	-14.97	3.52	0.00	104.25	3.93	-5.48	82.22	11.77	2.82	0.00	102.31	6.50	-33.89	94.81	6.53	2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.56	16.69	80.79	10.90	0.00	-22.88	-90.37	16.39	4.30	4.59	4.06	0.00	96.50	-1.22	54.59	104.56	22.87	1.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.50	1.69	-15.31	116.11	28.15	3.61	0.00	66.82	0.00	-12.84	110.99	-19.35	1.96	0.00	58.77	-1.27	-9.78	96.77	-18.12	4.16	0.00	90.49	7.52	-32.87	-39.46	22.93	4.48	0.00	90.27	8.50	-5.63	92.58	-14.97	3.55	0.00	104.23	3.93	-5.47	82.22	11.77	2.53	0.00	102.31	6.49	-33.89	94.80	6.54	2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.56	16.70	80.79	10.91	0.00	-22.88	-90.37	16.39	4.30	4.59	3.80	0.00	96.50	-1.22	54.59	104.56	22.87	1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
78.51	1.69	-15.31	116.11	28.15	3.95	0.00	66.83	0.02	-12.85	111.00	-19.36	1.81	0.00	58.76	-1.27	-9.77	96.76	-18.12	4.70	0.00	90.48	7.52	-32.87	-39.46	22.93	4.30	0.00	90.27	8.50	-5.63	92.58	-14.97	3.07	0.00	104.19	3.93	-5.45	82.22	11.77	3.10	0.00	102.29	6.48	-33.88	94.80	6.53	2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-37.70	64.15	17.56	16.71	80.79	10.92	0.00	-22.88	-90.37	16.39	4.30	4.59	3.60	0.00	96.50	-1.22	54.59	104.56	22.87	1.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
